id	text	T28
1861-04-08_advert_0292	Wm. Sattler &amp; Co., Importers and Dealers in Oils, Paints, Varnishes and Window Glass. Brushes.;;; --We received by the late steamer a large supply of Painters' and Artists' Brushes, of superior quality, to which we call the attention of our customers.	0.9138691425323486
1860-11-21_advert_0480	Wm. Sattler &amp; Co., Importers and Dealers in Oils, Paints, Varnishes and Window Glass.;;; Brushes.--We received by the late steamer a large supply of Painters' and Artists' Brushes, or superior quality, to which we call the attention of our customers.	0.9138647317886353
1860-11-22_advert_0076	Wm. Sattler &amp;Co., Importers and Dealers in Oils, Paints, Varnishes and Window Glass.;;; Brushes. --We received by the late steamer a large supply of Painters' and Artists' Brushes, or superior quality, to which we call the attention of our customers.	0.9138636589050292
1860-12-06_advert_0341	Wm. Sattler &amp; Co.,;;; importers and dealers in;;; Oils, Paints, Varnishes and Window;;; Glass.;;; Brushes.--We received by the late steamer a large supply of Painters' and Artists' Brushes, of superior quality, to which we call the attention of our customers.	0.9138635993003844
1860-12-07_advert_0319	Wm. Sattler &amp; Co.,;;; Importers and Dealers in;;; Oils, Paints, Varnishes and Window;;; Glass,;;; Brushes.--We received by the late steamer a large supply of Painters' and Artists' Brushes, or superior quality, to which we call the attention of our customers.	0.9138635993003844
1860-11-30_advert_0417	Wm. Sattler &amp; Co., Importers and Dealers in Oils, Paints, Varnishes and Window Glass.;;; Brushes.--We received by the late steamer a large supply of Painters' and Artists' Brushes, or superior quality, to which we call the attention of our customers.	0.913862407207489
1860-11-13_advert_0357	Wm. Sattler &amp;Co.,;;; Importers and Dealers in;;; Oils, Paints, Varnishes and Window;;; Glass.;;; Brushes. --We received by the late steamer a large supply of Painters' and Artists' Brushes, or superior quality, to which we call the attention of our customers.	0.9138604998588562
1860-11-09_advert_0337	Wm. Sattler &amp; Co.,;;; Importers and Dealers in;;; Oils, Paints, Varnishes and Window;;; Glass.;;; Brushes. --We received by the late steamer a large supply of Painters' and Artists' Brushes, or superior quality, to which we call the attention of our customers.	0.9138601422309875
1860-11-16_notice_0336	Wm. Sattler &amp; Co., Importers and Dealers in Oils, Paints, Varnishes and Window Glass.;;; Brushes.--We received by the late steamer a large supply of Painters' and Artists' Brushes, or superior quality, to which we call the attention of our customers.	0.9138591885566713
1861-01-21_advert_0317	Wm. Sattler &amp; Co., Importers and Dealers in Oils, Paints, Varnishes and Window Glass.;;; Brushes.--We received by the late steamer a large supply of Painters' and Artists' Brushes, of superior quality, to which we call the attention of our customers.	0.9138585925102234
1860-11-05_advert_0444	Wm. Sattler &amp; Co., Importers and Dealers in Oils, Paints, Varnishes and Window Glass. Brushes.;;; --We received by the late steamer a large supply of Painters' and Artists' Brushes, 01 superior quality, to which we call the attention of our customers.	0.9138581156730652
1860-11-23_advert_0398	Wm. Sattler &amp; Co., Importers and Dealers in Oils, Paints, Varnishes and Window Glass.;;; Brushes.--We received by the late steamer a large supply of Painters' and Artists' Brushes, or superior quality, to which we call the attention of our customers.	0.9138576984405518
1860-11-20_advert_0407	Wm. Sattler &amp; Co., Importers and Dealers in Oils, Paints, Varnishes and Window Glass.;;; Brushes.--We received by the late steamer a large supply of Painters' and Artists' Brushes, of superior quality, to which we call the attention of our customers.	0.9138572812080384
1860-11-10_advert_0389	Wm. Sattler &amp; Co., Importers and Dealers in Oils, Paints, Varnishes and Window Glass.;;; Brushes. --We received by the late steamer a large supply of Painters' and Artists' Brushes, or superior quality, to which we call the attention of our customers.	0.9138571619987488
