id	text	T15
1863-05-02_article_0139	For Hire;;; -- Two Cooks.;;; Washers, and Ironers, and one young Woman accustomed to general house work, without and one Woman, with one child, a good Cook, Washer, Ironer, and Seamstress, for the balance of the year, at moderate prices. Thos J Bagey, General Agent. No Wall street, under St Charles Hotel. my --1t*	0.9624990820884703
1862-01-15_article_0068	For sale;;; -- Cook, Washer, and Ironer.;;; I have for sale a good Cook, Washer, and Ironer, 22 years of age with her child, between 2 and 3 years old. She is strong, active, and healthy. Thos J Bagby, Agent for Hiring out Negroes, No. 8, Wall street. ja 14--3t	0.9535700678825378
1863-09-16_article_0141	Notice;;; --I have a female servant with one child for hire by the month.;;; She is a plain cook, good washer and ironer and a good house servant. D M Miller. se 16--1t*	0.9349956512451172
1864-12-30_article_0043	Wanted to Hire, for the ensuring year, a Nurse to take care of two children; also, a Man Servant, who is a capable dining-room hand.;;; Apply to John H. Tyler.	0.9303536415100098
1861-02-06_advert_0135	For Hire.;;; --I have for hire for the present year, a Negro Woman, who is a first -rate Cook, Washer and Ironer.;;; Apply to Jno. A. Hutchinson, At Davis &amp; Hutchinson 's, Franklin st. ja 21--ts	0.9249973893165588
1862-01-02_article_0025	Wanted;;; --To hire for the ensuing year, a good Cook, Washer and Ironer; also a good House Servant. W. H. Richardson, No. 6 Exchange Building. de 31--3t*	0.9249964952468872
1860-12-24_article_0138	Wanted.;;; --I shall be prepared to hire for the ensuing year, for the operations at the Carbon Hill Miners, in this county, able-bodied Negro Men, comprising pit hands, surface laborers, wagoners and mechanic; also, a Woman, who is a good Cook, Washer and Ironer, and a capable female House Servant, for my own use in the city. Jno. J. Werth, Agent. de 12--ts	0.9171285033226012
1860-12-28_article_0232	Wanted;;; --I shall be prepared to hire for the ensuing year, for the operations at the Carbon Hill Mines, in this county, able bodied Negro Men, comprising pit hands, surface laborers, wagoners and mechanic; also, a Woman, who is a good Cook, Washer and Ironer, and a capable female House Servant, for my own use in the city. Jno. J. Werth, Agent. de 12--ts	0.9163848757743835
1861-01-07_article_0130	Wanted.;;; --I shall be prepared to hire for the ensuing year, for the operations at the Carbon Hill Mines, in this county, able bodied Negro Men, comprising pit hands, surface laborers wagoners and mechanic; also, a Woman, who is a good Cook, Washer and Ironer, and a capable female House Servant, for my own use in the city. Jno. J. Werth, Agent. de 12--ts	0.9163811802864076
1861-01-11_article_0123	Wanted.;;; --I shall be prepared to hire for the ensuing year, for the operations at the Carbon Hill Mines, in this county able bodied Negro Men, comprising pit hands, surface laborers, wagoners and mechanic; also, a Woman, who is a good Cook, Washer and Ironer, and a capable female House Servant, for my own use in the city. Jno. J. Werth, Agent. de 12--ts	0.9163069128990172
1861-01-02_article_0197	Wanted.;;; --I shall be prepared to hire for the ensuing year, for the operations at the Carbon Hill Mines, in this county, able bodied Negro men, comprising pit hands, surface laborers, wagoners and mechanic; also, a Woman, who is a good Cook, Washer and Ironer, and a capable female House Servant, for my own use in the city. Jno. J. Werth, Agent. de 12--ts	0.9161542654037476
1860-12-21_article_0157	Wanted.;;; --I shall be prepared to hire for the ensuing year, for the operations at the Carbon Hill Mines, in this county, able-bodied Negro men, comprising pit hands, surface laborers, wagoners and mechanic;also, a Woman, who is a good Cook, Washer and Ironer, and a capable female House Servant, for my own use in the city. Jno. J. Werth, Agent. de 12--ts	0.9161416888237
1863-08-08_article_0091	For hire;;; -- One elderly woman, of good character, as nurse; one do. as cook, washer and ironer, one girl, about 4 years old, a near house girl and nurse; and one boy, about 14 years of age, just from the country accustomed to general work, and is a good house boy. Thos J Bagry General Agent. No. 8 Wall st, under St Charles Hotel. au 8--1t*	0.9158838987350464
1861-11-11_advert_0121	For hire;;; -- Two Blacksmiths, one a no. I hand, and fourteen other able-bodied men. Among them are woodenness, drivers, and farm hands.;;; Also, six Women-- four of them without ircumberance, the other two have one ebbed each.;;; Among them are cooks, washers, and chamcermeids.;;; All of them are just from the country, and are negroes of good character.;;; Thos. J. Bagby, Agent for;;; Hiring out Negroes and Renting out Houses, No. 8 Wall st., under St Charles Hotel.;;; no 9 --2t	0.9152479767799376
1861-01-09_article_0164	Wanted.;;; --I shall be prepared to hire for the ensuing year, for the operations at the Carbon Hill Mines, in this county, able-bodied Negro Men, comprising pit hands, surface laborers, wago and mechanic; also, a Woman, who is a good Cook, Washer and Ironer, and a capable female House Servant, for my own use in the city. Jno. J. Werth, Agent. de 12--ts	0.9127556681632996
1863-09-17_article_0145	For hire;;; --A servant woman; she is a good house servant and a No. 1 washer and ironer.;;; Apply J H Fallin, Corner 18th and Main sts. se 17--2t*	0.9113627076148988
1861-01-12_article_0096	For hire;;; -- Two Negroes Men, and one Boy 12 or 14 years old; also, a Woman, who is a good Cook, Washer and Ironer, and of good disposition — with two children.;;; Apply to C. H. Chalkley. ja 12--2t	0.9113609790802002
1861-01-14_article_0097	For hire;;; -- Two Negro Men, and one Boy 12 or 14 years old; also, a Woman, who is a good Cook, Washer and Ironer, and of good disposition — with two children.;;; Apply to C. H. Chalkley. ja 12--2t	0.9113609790802002
1863-09-18_article_0169	For Hire;;; --A servant woman, she is a good servant and a No. 1 washer and ironer.;;; Apply to J. H. Fallin, Corner 18th and Main sts. se 17--2t	0.9024989008903505
1864-01-08_article_0083	For hire.;;; --I have several female servants for hire for the present year; good washers and ironers and house servants. D M Miller. ja 8--1t*	0.9024969339370728
1863-05-06_article_0081	For Hire;;; --A Servant Girl about 17 years old. She is a good Cook, Washer, and Ironer, and a fair Seamstress.;;; Apply to S H Owens &amp; Son. my 4--3t*	0.9024962186813354
1863-05-04_article_0031	For Hire.;;; --A Servant Girl about 17 years old. She is a good Cook, Washer, and Ironer, and a fair Seamstress.;;; Apply to S H Owens &amp; Son. my 4--3t*	0.9024962186813354
1863-05-05_article_0080	For Hire;;; --A Servant Girl about 17 years old. She is a good Cook, Washer, and Ironer, and a fair Seamstress.;;; Apply to S H Ownes &amp; Son. my 4--3t*	0.9024962186813354
1863-10-02_article_0153	For hire;;; --A good cook, washer, and honer, of middle age, without encumbrance, by the month or for the balance of the year Also, a likely boy, suitable for the dining room, or as an office boy. Thos J. Bagby, No. 8 Wall st., Main and Franklin, oc 2--1t*	0.9012320041656494
1863-10-07_article_0039	For sale;;; -- Two young and valuable negro Women-- one with two children and the other with one child.;;; They are both accustomed to farm work, and are active, serviceable women.;;; For terms apply to B. A. Cocke, Office No. 4 Law Building. oc 5--3t*	0.8960406184196472
1863-05-28_article_0147	For hire;;; --A first rate Washer and Ironer and a very capable House Servant and Nurse, without encumbrance.;;; Also, a small Girl and Boy, for the balance of the year. Thos J Bagby. No. 8 Wall street, under the St. Charles Hotel my 28--1t*	0.895639955997467
1860-12-20_article_0167	Wanted.;;; --I shall be prepared to hire for the ensuing year, for the operations at the Carbon Hill Mines, in this county, able-bodied Negro Men, comprising pit hands, surface laborers, wagoners and mechanics; also, a Woman, who is a good Cook, Washer and Ironer, and a capable female House Servant, for my own use in the city. Jno. J. Werth, Agent. de 12--ts	0.8857481479644775
