id	text	T31
1860-12-18_advert_0388	Rockaway for sale.;;; --I have for sale a new city-made Rockaway, which I will sell very low.;;; no 17 --ts R. Cauthorn.	0.8916512727737427
1860-11-26_advert_0416	Rockaway for sale.;;; --I have for sale a new city-made Rockaway, which I will sell very low.;;; no 17 --ts R. Cauthorn.	0.8916512727737427
1860-11-07_advert_0080	Rockaway for sale.;;; --I have for sale a new city made Rockaway, which I will sell very low.;;; no 17 --ts R. Cauthorn.	0.8916512727737427
1860-12-10_advert_0262	Rockaway for Sale.;;; --I have for sale a new city made Rockaway, which I will sell very low.;;; no 17 --ts R. Cauthorn.	0.8916512727737427
1860-11-23_advert_0426	Rockaway for sale.;;; --I have for sale a new city made Rockaway, which I will sell very low. R. Cauthorn. no 17--ts	0.8916512727737427
1860-11-24_advert_0230	Rockaway for sale.;;; --I have for sale a new city-made Rockaway, which I will sell very low.;;; no 17 --ts R. Cauthorn.	0.8916512727737427
1860-11-28_advert_0467	Rockaway for sale.;;; --I have for sale a new city-made Rockaway, which I will sell very low.;;; no 17 --ts R. Cauthorn.	0.8916512727737427
1860-11-22_advert_0427	Rockaway for sale.;;; --I have for sale a new city made Rockaway, which I will sell very low.;;; no 17 --ts R. Cauthorn.	0.8916512727737427
1860-11-27_advert_0462	Rockaway for sale.;;; --I have for sale a new city-made Rockaway, which I will sell very low.;;; no 17 --ts R. Cauthorn.	0.8916512131690979
1860-11-30_advert_0083	Rockaway for sale.;;; --I have for sale a new city made Rockaway, which I will sell very low. R. Cauthorn.;;; no 17 --ts	0.8916512131690979
1861-02-06_advert_0395	"The ""Dispatch"" steam power Printing Office,;;; Corner of Mais and Thirteenth Streets, Richmond, Va.;;; This establishment, (being the most complete Printery in the South, both as regards Types, Ornaments, &amp;c., and the latest and most approved Marhine Presses,) is daily turning out the finest specimens of;;; Book and Job Printing 1. such as Pamphlets, Circulars, Bills of Lading, Checks, &amp;c.,;;; Posters, Programmes and Handbills.;;; Particular attention given to fine work for Banks, Public Offices, Insurance, Railroad and Transportation Companies, Tobacco Factors, &amp;c.;;; the Dispatch Card Presses.;;; These new Machines, for Cards, Bill-Heads, Small Circulars, Labels, &amp;c., are capable of turning off 1,500 impressions per hour, thereby enabling the patrons of this establishment to obtain this description of work at the shortest possible notice.;;; Prices reduced in proportion to the increase of spped!;;; Printing in various colored Bronzes and in as executed in the highest style of the art, in this branch of the bussiness, the proprietors can safely challenge competition.;;; ja 1--ts"	0.8420528173446655
1860-11-13_advert_0034	"The ""Dispatch"" Steam power Printing Office,;;; Corner of Main and Thirteenth Streets, Richmond,;;; Virginia.;;; This Establishment, (being the most complete Printery in the South, both as regards Types, Ornaments, &amp;c., and the latest and most approved Machine Presses,) is daily turning out the finest specimens of;;; Book and job Printing,;;; such as;;; Pamphlets, Circulars, Bills of Lading, Checks, &amp;c.,;;; as well as;;; Posters, Programmes &amp; Handbills.;;; Particular attention given to fine work for Banks, Public Offices, Insurance, Railroad, and Transportation Companies.;;; Tobacco Factors, &amp;c.;;; The Dispatch Card Presses.;;; These new Machines, for Cards, Bill-Heads.;;; Small Circulars, Labels, &amp;c., are capable of turning off 1500 impressions per hour, thereby enabling the patrons of this establishment to obtain this description of work at the shortest possible notice.;;; Prices reduced in proportion to the increase of speed!;;; Printing, in various colored Bronzes and Inks, executed in the highest style of the art. -- in this branch of the business, the proprietors can safely challenge competition."	0.8231580853462219
1861-01-30_advert_0045	"The ""Dispatch"" Steam power Printing Office,;;; Corner of Main and Thirteenth Streets, Richmond, Va.;;; This establishment, (being the most complete Printery in the South, both as regards Types, Ornaments, &amp;c., and the latest and most approved Machine Presses,) is daily turning out the finest specimens of;;; Book and Job Printing!;;; such as;;; Pamphlets, Circulars, Bills of Lading,;;; Checks, &amp;c.,;;; as well as;;; Posters, Programmes and Handbills.;;; Particular attention given to fine work for Banks, Public Offices, Insurance, Railroad and Transportation Companies, Tobacco Factors, &amp;c.;;; the Dispatch Card Presses.;;; These new Machines, for Cards, Bill-Heads, Small Circulars, Labels, &amp;c., are capable of turning off 1,500 impressions per hour, thereby enabling the patrons of this establishment to obtain this description of work at the shortest possible notice.;;; Prices reduced in proportion to the increase of speed!;;; Printing in various colored Bronzes and Inks executed in the highest style of the art. In this branch of the business, the proprietors can safely challenge competition.;;; ja"	0.8182033896446228
1861-02-23_advert_0023	"The ""Dispatch"" steam power Printing Office,;;; Corner of Main and Thirteenth Streets, Richmond, Va.;;; This establishment, (being the most complete Printery in the South, both as regards Types, Ornaments, &amp;c., and the latest and most approved Machine Presses,) is daily turning out the finest specimens of;;; Book and Job Printing!;;; such as;;; pamphlets, Circulars, Bills of Lading,;;; Checks, &amp;c.,;;; as Well as;;; Posters, Programmes and Handbills.;;; Particular attention given to fine work for Banks, Public Offices, Insurance, Railroad and Transportation Companies, Tobacco Factors, &amp;c.;;; the Dispatch Card Presses.;;; These new Machines, for Cards, Bill-Heads, Small Circulars, Labels, &amp;c., are capable of turning off 1,500 impressions per hour, thereby enabling the patrons of this establishment to obtain this description of work at the shortest possible notice.;;; Prices reduced in proportion to the increase of speed!;;; Printing in various colored Bronzes and Inks executed in the highest style of the art. In this branch of the business, the proprietors can safely challenge competition!;;; ja 1 --ts"	0.8181836009025574
1861-02-11_advert_0078	"The ""Dispatch"" Steam Power Printing Office.;;; Corner of Main and Thirteenth Streets, Richmond, Va.;;; This establishment, (being the most complete Printery in the South, both as regards Types, Ornaments, &amp;c., and the latest and most approved Machine Presses,) is daily turning out the finest specimens of;;; Book and Job Printing!;;; such as;;; Pamphlets, Circulars, bills of Lading,;;; Checks, &amp;c.,;;; as well as;;; Posters, Programmes and Handbills.;;; Particular attention given to fine work for Banks, Public Offices, Insurance, Railroad and Transportation Companies, Tobacco Factors, &amp;c.;;; the Dispatch Card Presses.;;; These new Machines, for Cards, Bill-Heads, Small Circulars, Labels, &amp;c., are capable of turning off 1,500 impressions per hour, thereby enabling the patrons of this establishment to obtain this description of work at the shortest possible notice.;;; Prices reduced in proportion to the increase of speed!;;; Printing in various colored Bronzes and Inks executed in the highest style of the art in this branch of the business, the proprietors can safely challenge competition!;;; ja 1 --ts"	0.8180453777313232
1860-11-20_advert_0375	"The ""Dispatch"" Steam Power Printing Office, Corner of Main and Thirteenth streets, Richmond, Virginia.;;; This Establishment, (being the most complete Printery in the South, both as regards Types, Ornaments, &amp;c., and the latest and most approved Machine Presses,) is daily turning out the finest specimens of;;; Book and Job Printing!;;; such as;;; Pamphlets, Circulars, Bills of Lading, Checks, &amp;c.,;;; as well as;;; Posters, Programmes &amp; Handbills.;;; Particular attention given to fine work for Banks, Public Offices, Insurance, Railroad, and Transportation Companies, Tobacco Factors, &amp;c.;;; The Dispatch Card Presses.;;; These new Machines, for Cards, Bill-Heads, Small Circulars, Labels, &amp;c., are capable of turning off 1500 impressions per hour, thereby enabling the patrons of this establishment to obtain this description of work at the shortest possible notice.;;; Prices reduced in proportion to the increase of speed!;;; Printing, in various colored Bronzes and Inks, executed in the highest style of the art.-- in this branch of the business, the proprietors can safely challenge competition."	0.8113343119621277
1860-11-21_advert_0072	"The ""Dispatch"" Steam power Printing Office,;;; Corner of Main and Thirteenth Streets, Richmond, Virginia.;;; This Establishment, (being the most complete Printery in the South, both as regards Types, Ornaments, &amp;c., and the latest and most approved Machine Presses,) is daily turning out the finest specimens of;;; Book and Job Printing!;;; such as;;; pamphlets, Circulars, Bills of Lading, Checks, &amp;c.,;;; as well as;;; Posters, Programmes &amp; Handbills.;;; Particular attention given to fine work for Banks, Public Offices, Insurance, Railroad, and Transportation Companies.;;; Tobacco Factors,&amp;c.;;; The Dispatch Card Presses.;;; These new Machines, for Cards, Bill-Heads, Small Circulars, Labels, &amp;c., are capable of turning off 1500 impressions per hour, thereby enabling the patrons of this establishment to obtain this description of work at the shortest possible notice.;;; Prices reduced in proportion to the increase of speed!;;; Printing, in various colored Bronzes and Inks, executed in the highest style of the art.--in this branch of the business, the proprietors can safely challenge competition."	0.811332643032074
1861-02-13_advert_0065	"The ""Dispatch"" steam power Printing Office.;;; Corner of Main and Thirteenth Streets, Richmond, Va.;;; This establishment, (being the most complete Printery in the South, both as regards Types, Ornaments, &amp;c., and the latest and most approved Machine Presses,) is daily turning out the finest specimens of;;; Book and Job Printing!;;; such as;;; Pamphlets, Circulars, bills of Lading,;;; Checks, &amp;c.,;;; as well as;;; Posters, Programmes and Handbills.;;; Particular attention given to fine work for Banks, Public Offices, Insurance, Railroad and Transportation Companies, Tobacco Factors, &amp;c.,;;; the Dispatch Card Presses.;;; These new Machines, for Cards, Bill-Heads, Small Circulars, Labels, &amp;c., are capable of turning off 1,500 impressions per hour, thereby enabling the patrons of this establishment to obtain this description of work at the shortest possible notice.;;; Prices reduced in proportion to the increase of speed!;;; Printing in various colored Bronzes and Inks executed in the highest style of the art. In this branch of the business, the proprietors can safety challenge competition!;;; ja 1 --ts"	0.8024915456771851
1860-11-26_advert_0117	Cow for sale.;;; --I have for sale a fine Milch Cow, with a young calf at her side.;;; [no 26 --1s] R. Cauthorn.	0.7981319427490234
1860-12-07_advert_0218	Cow for sale.;;; --I have for sale a fine Milch Cow, with a young calf at her side.;;; [no 26 --ts] R. Cauthorn.	0.7981088161468506
1860-12-06_advert_0244	Cow for sale.;;; --I have for sale a fine Milch Cow, with a young calf at her side.;;; [no 25 --ts] R. Cauthorn.	0.7981082201004028
1860-11-28_advert_0296	Cow for sale.;;; --I have for sale a fine Milch Cow, with a young calf at her side.;;; [no 28 --ts] R. Cauthorn.	0.7980807423591614
1860-12-05_advert_0248	Cow for sale.;;; --I have for sale a fine Milch Cow, with a young calf at her side. Cauthorn. [no 26--ts] R.	0.7980555295944214
1860-12-01_advert_0221	Cow for sale.;;; --I have for sale a fine Milch Cow, with a young calf at her side R. Cauthorn. [no 26 --ts]	0.7980450987815857
1860-12-04_advert_0192	Cow for sale.;;; --I have for sale fine Milch Cow, with a young calf at her side.;;; [no 26 --ts] R. Cauthorn.	0.7980421185493469
1860-11-29_advert_0297	Cow for sale.;;; --I have for sale a fine Milch Cow, with a young calf at her side.;;; [no 26 --ts] R. Cauthorn.	0.7980256080627441
1860-12-06_advert_0245	Rockaway for sale.;;; --I have for sale a new city-made Rockaway, which I will sell very low.;;; no 17 --ts R. Cauthorn.;;; Runaways.	0.7971241474151611
1860-11-20_advert_0317	Rockaway for sale.;;; --I have for sale a new city-made Rockaway, which I will sell very low.;;; no 17 --ts R. Cauthorn.;;; Runaways.	0.7971193790435791
1860-11-05_advert_0067	"The ""Dispatch"" Steam power;;; Printing Office,;;; Corner of Main and Thirteenth Streets, Richmond, Virginia.;;; This Establishment, (being the most complete Printery in the South, both as regards Types, Ornaments, &amp;c., and the latest and most approved Machine Presses,) is daily turning out the finest specimens of;;; Book and Job Printing, such as Pamphlets, Circulars, Bills of Lading, Checks, &amp;c., as well as Posters, Programmes &amp; Handbills;;; Particular attention given to fine work for Banks, Public Offices, Insurance, Railroad, and Transportation Companies, Tobacco Factors, &amp;c.;;; The Dispatch Card Presses.;;; These new Machines, for Cards, Bill-Heads Small Circulars, Labels, &amp;c., are capable of turning off 1500 impressions per hour, thereby enabling the patrons of this establishment to obtain this description of work at the shortest possible notice.;;; Prices reduced in proportion to the increase of speed!;;; Printing, in various colored Bronzes and Inks, executed in the highest style of the art.--in this branch of the business, the proprietors can safety challenge competition."	0.794755220413208
1860-11-09_advert_0054	"The ""Dispatch"" Steam power Printing Office,;;; Corner of Main and Thirteenth Streets, Richmond, Virginia;;; This Establishment, (being the most complete Printery in the South, both as regards Types, Ornaments, &amp;c., and the latest and most approved Machine Presses,) is daily turning out the finest specimens of;;; Book and Job Printing,;;; such as;;; Pamphlets, Circulars, Bills of Lading, Checks, &amp;c.,;;; as well as;;; Posters, Programmes &amp; Handbills.;;; Particular attention given to fine work for Banks, Public Offices, Insurance, Railroad, and Transportation Companies, Tobacco Factors, &amp;c,;;; The Dispatch Card Presses.;;; These new Machines, for Cards, Bill-Heads, Small Circulars, Labels, &amp;c., are capable of turning off 1500 impressions per hour, thereby enabling the patrons of this establishment to obtain this description of work at the shortest possible notice.;;; Prices reduced in proportion to the increase of speed!;;; Printing, in various colored Bronzes and Inks, executed in the highest style of the art.--in this branch of the business, the proprietors can safety challenge competition."	0.7947174906730652
1860-12-06_advert_0028	"The ""Dispatch"" Steam power Printing Office, Corner of Main and Thirteenth streets, Richmond, Virginia.;;; This Establishment, (being the most complete Printery in the South, both as regards Types Ornaments, &amp;c., and the latest and most approved Machine Presses,) is daily turning out the finest specimens of;;; Book and Job Printing!;;; such as;;; Pamphlets, Circulars, Bills of La -;;; Ding, Checks, &amp;c.,;;; as well as;;; Posters, Programmes &amp; Handbills.;;; Particular attention given to fine work for Banks, Public Offices, Insurance, Railroad, and Transportation Companies, Tobacco Factors, &amp;c.;;; The Dispatch Card Presses.;;; These new Machines, for Cards, Bill-Reads, Small Circulars, Labels, &amp;c., are capable of turning off 1500 impressions per hour, thereby enabling the patrons of this establishment to obtain this description of work at the shortest possible notice.;;; Prices reduced in proportion to the increase of speed!;;; Printing, in various colored Bronzes and Inks, executed in the highest style of the art. --in this branch of the business, the proprietors can safely challenge competition."	0.7917494177818298
1860-11-03_advert_0384	"The ""Dispatch"" Steam power Printing Office, corner of Main and Thirteenth streets, Richmond, Virginia.;;; This Establishment, (being the most complete Printery in the South, both as regards Types, Ornaments, &amp;c., and the latest and most approved Machine Presser,) is daily turning out the finest specimens of;;; Book and Job Printing,;;; such as;;; pamphlets, Circulars, Bills of La -;;; Ding, Checks, &amp;c.,;;; as well as;;; Posters, Programmes &amp; Handbills.;;; Particular attention given to fine work for Banks, Public Offices, Insurance, Railroad, and Transportation Companies, Tobacco Factors, &amp;c.;;; The Dispatch Card Presses.;;; There new Machines, for Cards, Bill-Heads, Small Circulars, Labels, &amp;c., are capable of turining on 1500 impressions per hour, there by enabling the patrons of this establishment to obtain this description of work at the shortest possible notice.;;; Prices reduced in proportion to the increase of speed!;;; Printing, in various colored Bronzes and Inks, executed in the highest style of the art.--in this branch of the business, the proprictors can safely challenge competition."	0.7883473634719849
